title_japanese,type,source,episodes,duration,rating,studio,num_related,hentai/romance,sports,youth,adventure/psychological,drama,fantasy/sci-fi,comedy,military,misc,Unknown,class
さぁ、けたたましき この日々に,Special,Original,4,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
夏目友人帳,TV,Manga,13,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,True,True,False,False,False,False,Really good
護くんに女神の祝福を！,TV,Light novel,24,21-30,PG-13 - Teens 13 or older,other,1,True,False,True,False,False,False,True,False,False,False,OK
ジョジョの奇妙な冒険,OVA,Manga,6,31-59,R - 17+ (violence & profanity),other,3,False,False,True,True,True,True,False,False,False,False,Really good
干物妹！うまるちゃん OVA,OVA,Manga,2,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,Really good
イヴの時間,ONA,Original,6,1-20,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,False,False,False,False,Really good
グラマラスヒーローズ,TV,Game,10,1-20,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,True,False,False,False,False,Questionable
映画ちびまる子ちゃん イタリアから来た少年,Movie,Manga,1,60+,G - All Ages,Nippon Animation,1,False,False,True,False,False,False,True,False,False,False,Bad
リコーダーとランドセル,OVA,Unknown,2,1-20,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,False,True,False,False,False,OK
ちとせげっちゅ!!,TV,4-koma manga,26,1-20,PG-13 - Teens 13 or older,other,2,True,False,True,False,False,False,True,False,False,False,OK
とある魔術の禁書目録II,TV,Light novel,24,21-30,R - 17+ (violence & profanity),J.C.Staff,5,False,False,True,False,False,True,False,False,False,False,Really good
紅孩兒 決戰火焰山,Movie,Original,1,60+,PG - Children,other,0,False,False,True,True,False,True,True,False,False,False,Bad
ジャングル大帝 -勇気が未来をかえる,Special,Manga,1,60+,G - All Ages,other,3,False,False,False,True,False,False,False,False,False,False,Questionable
チロヌップのきつね,Movie,Novel,1,60+,G - All Ages,other,0,False,False,False,False,True,False,False,False,False,False,Questionable
ルパン三世 The Last Job,Special,Manga,1,60+,PG-13 - Teens 13 or older,TMS Entertainment,1,False,False,True,True,False,False,True,False,False,False,OK
迷域行者,ONA,Web manga,12,21-30,R - 17+ (violence & profanity),other,0,False,False,False,True,True,False,False,False,False,False,OK
キノの旅 -the Beautiful World-,TV,Light novel,13,21-30,R - 17+ (violence & profanity),other,6,False,False,True,True,False,False,False,False,False,False,Really good
天籁之一萬年以后,Movie,Original,1,60+,PG - Children,other,0,False,False,False,False,False,True,False,False,False,False,Bad
それいけ! アンパンマン 怪傑ナガネギマンとドレミ姫,Movie,Unknown,1,1-20,PG - Children,TMS Entertainment,1,False,False,True,False,False,True,True,False,False,False,Bad
「Peeping Life」×「キッズステーション」,Special,Original,3,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
万能野菜 ニンニンマン,Movie,Original,1,21-30,PG - Children,other,1,False,False,False,False,False,True,True,False,False,False,Questionable
名探偵コナン　えくすかりばあの奇跡,OVA,Manga,1,21-30,PG-13 - Teens 13 or older,TMS Entertainment,2,False,True,True,True,False,False,True,True,False,False,OK
スミ子 (2014),TV,Original,8,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
きらり輝く,ONA,Original,1,1-20,G - All Ages,other,0,True,False,True,False,False,False,False,False,True,False,Bad
伝染るんです。,OVA,Unknown,3,21-30,None,other,1,False,False,False,False,False,False,True,False,False,False,Bad
ママはぽよぽよザウルスがお好き,TV,Manga,52,21-30,G - All Ages,Nippon Animation,1,False,False,True,False,False,False,True,False,False,False,Questionable
冒険王ビィト,TV,Manga,52,21-30,PG - Children,Toei Animation,2,False,False,True,True,False,True,False,False,False,False,OK
それいけ！アンパンマン とべ! とべ! ちびごん,Movie,Unknown,1,31-59,PG - Children,TMS Entertainment,1,False,False,True,False,False,True,True,False,False,False,Bad
新米,Special,Original,4,1-20,G - All Ages,other,0,False,False,True,False,False,False,True,False,False,False,Bad
キッスは瞳にして,OVA,Manga,1,21-30,None,Madhouse,1,True,False,True,False,False,False,True,False,False,False,Bad
トゥー,OVA,Manga,2,31-59,PG-13 - Teens 13 or older,other,2,False,False,True,False,True,True,False,False,False,False,Questionable
冒険ダン吉～漂流の巻～,Movie,Original,1,1-20,G - All Ages,other,1,False,False,False,True,False,False,False,False,False,False,Bad
IS 〈インフィニット・ストラトス〉,TV,Light novel,12,21-30,PG-13 - Teens 13 or older,other,2,True,False,True,False,False,True,True,True,False,False,Really good
るろうに剣心,Special,Manga,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,False,True,False,True,False,OK
さすらいの太陽,TV,Unknown,26,21-30,PG-13 - Teens 13 or older,other,0,False,False,False,False,True,False,False,False,True,False,Bad
わざぐぅ!VSでんぢゃらすじーさん邪 抱腹絶倒!アニメクイズ,OVA,Unknown,1,31-59,G - All Ages,other,2,False,False,True,False,False,False,True,False,False,False,Bad
ヴァイス・サヴァイヴ,TV,Card game,16,1-20,PG-13 - Teens 13 or older,other,2,True,False,False,False,False,True,True,False,False,False,OK
装甲巨神Zナイト,OVA,Unknown,1,1-20,PG - Children,Sunrise,0,False,False,False,False,False,False,False,True,False,False,Bad
映画 けいおん！,Movie,4-koma manga,1,60+,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,True,False,Really good
マーメイドメロディー ぴちぴちピッチ,TV,Manga,52,21-30,PG - Children,other,2,True,False,True,True,False,True,True,False,False,False,Really good
ガンダム Gのレコンギスタ FROM THE PAST TO THE FUTURE,Special,Original,1,1-20,PG-13 - Teens 13 or older,Sunrise,1,False,False,True,False,False,True,False,True,False,False,Questionable
KY系JCクウキちゃん,ONA,Original,6,1-20,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,False,True,False,False,False,Bad
映画 ドラえもん 新・のび太と鉄人兵団～はばたけ 天使たち～,Movie,Unknown,1,60+,PG - Children,other,2,False,False,True,True,False,True,True,True,False,False,OK
らんま1/2 OVA,OVA,Unknown,6,21-30,PG-13 - Teens 13 or older,other,2,True,True,True,False,False,False,True,False,False,False,Really good
あばしり一家,OVA,Manga,4,1-20,R+ - Mild Nudity,Studio Pierrot,2,False,False,True,False,False,False,True,False,False,False,Questionable
ぶっとび!!CPU,OVA,Unknown,3,21-30,R+ - Mild Nudity,other,1,True,False,True,False,False,True,True,False,False,False,Questionable
この素晴らしい世界に祝福を！,TV,Light novel,10,21-30,PG-13 - Teens 13 or older,Studio Deen,3,False,False,False,True,False,True,True,False,False,False,Really good
エウレカセブンAO -ユングフラウの花々たち-,OVA,Manga,1,31-59,PG-13 - Teens 13 or older,other,1,False,False,True,True,True,True,False,True,False,False,OK
KINO,ONA,Original,2,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
孫悟空が始まるよー パイロットフィルム,Special,Unknown,1,21-30,G - All Ages,other,1,False,False,False,False,False,True,True,False,False,False,Bad
뽀로로의 대모험,Special,Unknown,1,60+,G - All Ages,other,1,False,False,True,True,False,False,False,False,False,False,Bad
勇者指令ダグオン,TV,Original,48,21-30,G - All Ages,Sunrise,2,False,True,True,True,False,False,False,True,False,False,Questionable
機甲兵団 J-PHOENIX PFリップス小隊,OVA,Unknown,3,21-30,None,J.C.Staff,0,False,False,False,False,False,False,True,True,False,False,Bad
SHOW BY ROCK!!（ショウ・バイ・ロック!!）,TV,Game,12,21-30,PG-13 - Teens 13 or older,other,3,False,False,False,False,False,False,True,False,True,False,Really good
ギャラクシーエンジェルS,OVA,Unknown,1,21-30,PG-13 - Teens 13 or older,Madhouse,1,False,False,False,False,False,True,True,False,False,False,Questionable
ファイナルファンタジー,OVA,Game,4,21-30,PG-13 - Teens 13 or older,Madhouse,0,False,False,True,True,False,True,True,False,False,False,OK
X² ダブルエックス,Music,Manga,1,1-20,PG-13 - Teens 13 or older,Madhouse,1,False,False,True,False,True,False,False,False,True,False,Questionable
夢のかけら,Music,Unknown,1,1-20,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,False,False,False,True,False,Bad
超神姫ダンガイザー3,OVA,Unknown,4,21-30,R+ - Mild Nudity,other,0,True,False,False,True,False,True,False,True,False,False,Bad
ケーキすし,ONA,Original,2,less than a minute,G - All Ages,other,0,False,False,False,False,False,False,True,False,False,False,Bad
愛,ONA,Original,1,less than a minute,G - All Ages,other,0,True,False,False,False,False,False,False,False,False,False,Bad
王様になった狐,Movie,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,False,True,Bad
紅 OVA,OVA,Light novel,2,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,OK
ラブライブ School idol project！μ&#039;s→NEXT LoveLive！2014～ENDLESS PARADE～幕間ドラマ,Special,Unknown,3,1-20,PG-13 - Teens 13 or older,Sunrise,1,False,False,False,False,False,False,True,False,False,False,OK
幽☆遊☆白書 夢夢白書,OVA,Manga,4,1-20,PG-13 - Teens 13 or older,Studio Pierrot,1,False,False,False,False,False,False,True,False,False,False,OK
けものフレンズ　12.1話「ばすてき」,ONA,Game,1,1-20,PG - Children,other,2,False,False,False,False,False,True,True,False,False,False,Questionable
おそ松くん,TV,Manga,86,21-30,G - All Ages,Studio Pierrot,5,False,False,False,False,False,False,True,False,False,False,OK
楳図かずおの呪い,OVA,Unknown,1,31-59,R - 17+ (violence & profanity),other,0,False,False,False,False,True,False,False,False,False,False,Questionable
キミはともだち,Music,Music,1,1-20,G - All Ages,other,0,False,False,False,True,False,True,False,False,True,False,Bad
BROOTS,Special,Original,1,1-20,PG - Children,TMS Entertainment,1,False,False,False,False,False,True,False,True,False,False,Bad
かわずの目借り時,Music,Music,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
홍길동 호피와 차돌바위,Movie,Unknown,1,60+,None,other,0,False,False,True,True,False,False,False,False,True,False,Bad
金の玉ですの？,Special,Manga,1,21-30,R+ - Mild Nudity,other,1,True,False,False,False,False,True,True,False,False,False,OK
TONIGHT,Music,Music,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
亜人ちゃんは語りたい 亜人ちゃんの夏休み,ONA,Manga,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,True,True,False,False,False,Really good
三国志,Special,Unknown,1,60+,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,False,False,True,False,Questionable
おそ松さん ショートフィルムシリーズ,Special,Manga,7,1-20,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,False,True,False,False,False,OK
装甲騎兵ボトムズ,TV,Original,52,21-30,PG-13 - Teens 13 or older,Sunrise,6,False,False,True,False,True,True,False,True,False,False,Really good
センチメンタルジャーニー,TV,Original,12,1-20,PG-13 - Teens 13 or older,Sunrise,0,True,False,True,False,True,False,False,False,False,False,Questionable
レック,TV,Manga,9,1-20,PG-13 - Teens 13 or older,other,2,True,False,False,False,True,False,True,False,False,False,Really good
普通の女子校生が【ろこどる】やってみた。,TV,4-koma manga,12,21-30,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,False,True,False,False,False,OK
古墳ギャルのコフィー,TV,Unknown,11,1-20,PG-13 - Teens 13 or older,other,3,False,False,False,False,False,False,True,False,False,False,Bad
凸坊の自動車旅行,Movie,Original,1,1-20,G - All Ages,other,0,False,False,False,True,False,True,False,False,False,False,Bad
静かなるドン Yakuza Side Story,OVA,Unknown,1,31-59,PG-13 - Teens 13 or older,other,1,False,False,True,False,True,False,True,False,False,False,Bad
永久のキズナ,Music,Unknown,1,1-20,G - All Ages,other,1,False,False,False,False,False,False,False,False,True,False,Questionable
機動戦士ガンダムさん,ONA,4-koma manga,15,1-20,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,False,True,True,False,False,Bad
ルパン三世 カリオストロの城,Movie,Manga,1,60+,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,False,True,False,False,False,Really good
桃太郎,Music,Music,1,1-20,PG - Children,other,0,False,False,False,False,False,False,False,False,True,False,Bad
シャイニング・ハーツ 〜幸せのパン〜,TV,Game,12,21-30,PG-13 - Teens 13 or older,Production I.G,2,False,False,True,False,False,True,False,False,False,False,OK
少年アシベ,OVA,4-koma manga,6,31-59,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
ドラゴノーツ-ザ・レソナンス-,TV,Original,25,21-30,R+ - Mild Nudity,other,2,True,False,True,False,True,True,False,True,False,False,OK
デュラララ!!×２ 承,TV,Light novel,12,21-30,R - 17+ (violence & profanity),other,4,False,False,True,True,False,True,False,False,False,False,Really good
ゴールデンカムイ,TV,Manga,12,21-30,R - 17+ (violence & profanity),other,2,False,False,True,True,False,False,False,False,True,False,Really good
劇場版MAJOR 友情の一球（ウイニングショット）,Movie,Manga,1,60+,PG-13 - Teens 13 or older,other,3,False,True,True,False,False,False,False,False,False,False,Really good
サマーウォーズ,Movie,Original,1,60+,PG-13 - Teens 13 or older,Madhouse,1,False,False,False,False,False,True,True,False,False,False,Really good
二層の葛,Movie,Original,1,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,False,False,Bad
映画 ドラえもん のび太の宇宙小戦争[リトル・スター・ウォーズ],Movie,Unknown,1,60+,PG - Children,other,2,False,False,False,False,False,True,False,False,False,False,Questionable
結城友奈は勇者である -鷲尾須美の章- 第３章「やくそく」,Movie,Light novel,1,31-59,PG-13 - Teens 13 or older,other,3,False,False,True,False,True,True,False,False,False,False,Really good
おぼっちゃまくん,TV,Manga,164,21-30,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,False,True,False,False,False,Bad
星に願いを Fantastic Cat,ONA,Unknown,1,31-59,PG-13 - Teens 13 or older,other,1,False,False,False,True,False,True,False,False,False,False,Questionable
星のカービィ～特別編～ 倒せ!!甲殻魔獣エビゾウ,ONA,Unknown,1,1-20,PG - Children,other,1,False,False,True,True,False,True,True,False,False,False,Bad
大掃除,Music,Unknown,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
棚橋弘至☓豆しばプロレス,Special,Original,2,less than a minute,G - All Ages,other,1,False,True,False,False,False,False,True,False,False,False,Bad
クロッシイ・アバン,Movie,Unknown,1,1-20,PG-13 - Teens 13 or older,Production I.G,0,False,False,False,True,False,True,False,False,False,False,Questionable
ピコトピア,ONA,Unknown,1,1-20,G - All Ages,other,1,False,False,False,True,False,True,False,False,True,False,Bad
どろろと百鬼丸,TV,Manga,26,21-30,R - 17+ (violence & profanity),other,2,False,False,True,True,False,True,False,False,False,False,OK
ガーリッシュ ナンバー,TV,Original,12,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,False,False,False,False,Really good
タイヤ館x紙兎ロペ,ONA,Original,22,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
ヒットをねらえ!,TV,Original,8,1-20,R+ - Mild Nudity,other,3,True,False,False,False,False,False,True,False,False,False,Questionable
競女!!!!!!!!,TV,Manga,12,21-30,PG-13 - Teens 13 or older,other,2,True,True,True,False,False,False,False,False,False,False,Really good
すーぱーふらっと・ものぐらむ,Special,Original,1,1-20,G - All Ages,Toei Animation,1,False,False,False,True,False,True,False,False,False,False,OK
狐妖小红娘 月红,ONA,Manga,13,1-20,PG-13 - Teens 13 or older,other,3,True,False,False,False,False,True,True,False,True,False,OK
気ままにアイドル,OVA,Unknown,1,31-59,None,Toei Animation,0,False,False,False,False,False,False,False,False,True,False,Bad
英雄别闹,ONA,Original,13,1-20,None,other,0,False,False,True,False,False,True,False,False,False,False,Bad
山ねずみ ロッキーチャック,TV,Unknown,52,21-30,G - All Ages,Nippon Animation,0,False,False,True,True,False,True,False,False,False,False,Bad
少年アシベ 安全教育アニメ,OVA,4-koma manga,2,1-20,G - All Ages,other,2,False,False,True,False,False,False,False,False,False,False,Bad
浦島太郎,Movie,Other,1,1-20,G - All Ages,other,1,False,False,True,False,False,False,False,False,False,False,Bad
凹凸世界,ONA,Web manga,32,1-20,G - All Ages,other,1,False,False,True,True,False,True,False,False,False,False,Bad
神秘の世界 エルハザード 第2期,OVA,Original,4,21-30,PG-13 - Teens 13 or older,other,2,False,False,False,True,False,True,True,False,False,False,OK
デジモンアドベンチャー ぼくらのウォーゲーム！,Movie,Original,1,31-59,PG - Children,Toei Animation,2,False,False,True,True,False,True,True,False,False,False,Really good
魔法先生ネギま!もうひとつの世界 Extra 魔法少女ユエ,OVA,Manga,1,31-59,PG-13 - Teens 13 or older,other,1,True,False,True,True,False,True,False,False,False,False,OK
ご愁傷さま二ノ宮くん,TV,Light novel,12,21-30,R+ - Mild Nudity,other,1,True,False,False,False,False,True,True,False,False,False,OK
らんま1/2 天道家のおよびでない奴ら!,Special,Unknown,1,21-30,PG-13 - Teens 13 or older,other,1,False,True,True,False,False,False,True,False,False,False,OK
EASY COOKING ANIMATION セイシュンの食卓,TV,Unknown,25,1-20,G - All Ages,Madhouse,0,False,False,False,False,False,False,True,False,False,False,Bad
同和問題と人権―あなたはどう考えますか―,OVA,Unknown,1,21-30,G - All Ages,other,0,False,False,False,False,True,False,False,False,False,False,Bad
ルパン三世『ナポレオンの辞書を奪え』,Special,Unknown,1,60+,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,False,True,False,False,False,OK
ムシブギョー 虫奉行 OVA,OVA,Manga,3,21-30,PG-13 - Teens 13 or older,other,2,True,True,True,False,False,True,False,False,True,False,OK
足洗邸の住人たち。,OVA,Manga,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,True,False,False,False,False,Bad
金田一少年の事件簿 SP「死神病院殺人事件」,Special,Manga,1,31-59,R - 17+ (violence & profanity),Toei Animation,1,False,False,True,True,False,False,False,False,False,False,Questionable
イバラード時間,OVA,Other,1,21-30,G - All Ages,other,0,False,False,False,False,False,True,False,False,False,False,OK
えいがパンパカパンツ バナナン王国の秘宝,Movie,Original,1,60+,G - All Ages,other,2,False,False,True,True,False,False,False,False,False,False,Bad
フジログ,ONA,Other,2,less than a minute,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,True,False,Bad
一騎当千: Xtreme Xecutor,Special,Unknown,6,1-20,R+ - Mild Nudity,other,1,True,False,False,False,False,False,True,False,False,False,OK
機動天使エンジェリックレイヤー,TV,Manga,26,21-30,PG-13 - Teens 13 or older,other,1,False,True,True,False,True,True,True,False,False,False,Really good
劇場版 魔法陣グルグル,Movie,Manga,1,21-30,G - All Ages,Nippon Animation,1,False,False,True,True,False,True,True,False,False,False,Questionable
オズの魔法使い,Movie,Book,1,60+,G - All Ages,other,1,False,False,True,True,False,True,False,False,False,False,Bad
カリフォルニア・クライシス　追撃の銃火,OVA,Original,1,31-59,PG-13 - Teens 13 or older,other,0,False,False,True,True,False,False,True,False,False,False,Questionable
トリガーちゃん,ONA,Original,1,less than a minute,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,False,False,False,False,False,Questionable
京極夏彦　巷説百物語,TV,Novel,13,21-30,R - 17+ (violence & profanity),TMS Entertainment,0,False,False,False,True,True,True,False,False,True,False,Really good
坂本ですが？,TV,Manga,12,21-30,PG-13 - Teens 13 or older,Studio Deen,2,False,False,True,False,False,False,True,False,False,False,Really good
旋風の用心棒,TV,Original,25,21-30,R - 17+ (violence & profanity),Studio Pierrot,0,False,False,True,True,True,False,False,False,False,False,OK
鍵姫物語 永久アリス輪舞曲,TV,Manga,13,21-30,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,True,False,False,False,False,Questionable
敵は海賊 ～猫たちの饗宴～,OVA,Novel,6,21-30,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,True,True,False,False,False,Questionable
銀河鉄道９９９ 虹の道標,Movie,Unknown,1,1-20,G - All Ages,Toei Animation,1,False,False,False,False,True,True,False,False,True,False,Bad
ああっ女神さまっ 闘う翼,Special,Manga,2,21-30,PG-13 - Teens 13 or older,other,3,True,False,True,False,False,True,True,False,False,False,Really good
さよなら銀河鉄道999 -アンドロメダ終着駅-,Movie,Manga,1,60+,PG-13 - Teens 13 or older,other,2,False,False,False,True,True,True,False,False,False,False,OK
クリオネの灯り,TV,Novel,12,1-20,PG - Children,other,0,False,False,True,False,True,False,False,False,False,False,Questionable
せんせいのお時間,TV,4-koma manga,13,21-30,PG-13 - Teens 13 or older,J.C.Staff,2,False,False,True,False,False,False,True,False,False,False,OK
Peaceful Times(F02)petit film,Music,Unknown,1,1-20,G - All Ages,other,1,False,False,False,False,False,False,False,False,True,False,Bad
ドラゴンボールＺ 超戦士撃破!!勝のはオレだ,Movie,Manga,1,31-59,PG-13 - Teens 13 or older,Toei Animation,2,False,True,True,True,False,True,True,False,False,False,OK
２１世紀まんがはじめて物語,Special,Unknown,1,21-30,G - All Ages,other,1,False,False,True,True,False,True,True,False,False,False,Bad
雨色ココアシリーズ あめこん!!,TV,Digital manga,12,1-20,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,Bad
『ニンジャバットマン』×『ポプテピピック』禁断のコラボCM,Special,Other,1,less than a minute,PG - Children,other,1,False,False,False,False,False,False,True,False,True,False,Questionable
クール・クール・バイ,OVA,Original,1,21-30,R+ - Mild Nudity,other,0,False,False,True,True,False,True,False,False,False,False,Bad
たまごっち！～みらくるフレンズ～,TV,Unknown,29,21-30,G - All Ages,other,2,False,False,True,False,False,True,True,False,False,False,Bad
デッド　リーブス,Movie,Original,1,31-59,R+ - Mild Nudity,Production I.G,0,False,False,False,True,False,True,True,False,False,False,Really good
虐殺器官,Movie,Novel,1,60+,R+ - Mild Nudity,other,1,False,False,False,True,False,True,False,True,False,False,Really good
アルファード×鷹の爪,ONA,Original,3,1-20,G - All Ages,other,1,False,False,False,False,False,True,True,False,False,False,Bad
変幻退魔夜行 カルラ舞う！ 奈良怨霊絵巻,Movie,Manga,1,60+,R - 17+ (violence & profanity),other,1,False,False,True,True,True,True,False,False,False,False,Bad
影鰐-KAGEWANI-承,TV,Original,13,1-20,R - 17+ (violence & profanity),other,1,False,False,False,True,True,True,False,False,False,False,OK
ファーストスクワッド,Movie,Unknown,1,60+,R - 17+ (violence & profanity),other,1,False,False,True,False,False,True,False,True,True,False,OK
弱虫ペダル NEW GENERATION,TV,Manga,25,21-30,PG-13 - Teens 13 or older,TMS Entertainment,4,False,True,True,False,True,False,True,False,False,False,Really good
カタリベ　人工知能がつぶやく呪いの予言,ONA,Manga,1,1-20,PG-13 - Teens 13 or older,other,0,False,False,True,False,True,False,False,False,False,False,Bad
龍ヶ嬢七々々の埋蔵金 SDキャラショートムービー,Special,Light novel,6,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,OK
CLOVER,Music,Manga,1,1-20,PG-13 - Teens 13 or older,Madhouse,1,False,False,True,False,True,True,False,False,True,False,OK
클로저스 : SIDE BLACKLAMBS,ONA,Game,12,1-20,PG - Children,other,0,False,False,False,False,False,True,False,False,False,False,OK
サクラ大戦 奏組,Music,Manga,1,1-20,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,False,False,True,False,Questionable
ロード オブ ヴァーミリオンIII スペシャルアニメムービー,Special,Game,1,1-20,PG-13 - Teens 13 or older,other,2,False,False,True,True,False,True,False,False,False,False,Bad
しあわせのぅた,Music,Music,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
WAKIE WAKIE ～music video vol.1～,Music,Unknown,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
誕生～Ｄｅｂｕｔ～,OVA,Game,2,21-30,G - All Ages,Studio Pierrot,0,True,False,True,False,False,True,False,False,False,False,Bad
ピカチュウのキラキラだいそうさく！,Special,Game,1,1-20,PG - Children,other,1,False,False,True,True,False,True,True,False,False,False,Questionable
魔法遊戯: 飛び出す!!ハナマル大冒険,ONA,Original,24,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,True,False,True,True,False,False,False,Questionable
紙兎ロペ２ Specials,Special,Original,4,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
ヱヴァンゲリヲン新劇場版:Q,Movie,Original,1,60+,PG-13 - Teens 13 or older,other,4,False,False,True,False,False,True,False,True,False,False,Really good
森のおんがくだん,ONA,Original,0,1-20,PG - Children,Sunrise,0,False,False,False,False,False,False,True,False,True,False,Bad
小鳥遊六花・改 ～劇場版 中二病でも恋がしたい！～,Movie,Light novel,1,60+,PG-13 - Teens 13 or older,other,2,True,False,True,False,True,False,True,False,False,False,Really good
SHADOW SKILL ～クルダ流交殺法の秘密～,OVA,Unknown,1,60+,PG-13 - Teens 13 or older,other,1,False,False,True,True,True,True,False,False,False,False,Questionable
天上編・宇宙皇子,Movie,Unknown,1,60+,PG - Children,other,2,False,False,False,True,False,True,False,False,False,False,Bad
バトルスピリッツ 少年激覇ダン,TV,Card game,50,21-30,PG - Children,Sunrise,3,False,False,False,True,False,True,False,True,False,False,OK
おねがい☆ティーチャー,TV,Original,12,21-30,PG-13 - Teens 13 or older,other,5,True,False,True,False,True,True,True,False,False,False,Really good
ヨルムンガンド PERFECT ORDER 第1期総集編,Special,Manga,1,21-30,R - 17+ (violence & profanity),other,2,False,False,True,True,False,False,False,False,False,False,OK
かつら姫,Movie,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,True,False,False,False,Bad
くわがたツマミ,ONA,Original,84,1-20,G - All Ages,other,0,False,False,False,False,False,False,True,False,False,False,Bad
ISUCA [イスカ],TV,Manga,10,21-30,R+ - Mild Nudity,other,2,True,False,True,False,False,True,True,False,False,False,OK
天使なんかじゃない,OVA,Manga,1,21-30,PG - Children,other,1,False,False,True,False,True,False,True,False,False,False,Questionable
魔動王グランゾート 最後のマジカル大戦,OVA,Original,2,21-30,G - All Ages,other,2,False,False,True,False,False,True,True,True,False,False,Bad
ハローキティといっしょ,OVA,Unknown,16,1-20,G - All Ages,other,0,False,False,True,False,False,False,True,False,False,False,Bad
ドラえもん (2005),TV,Manga,0,21-30,PG - Children,other,3,False,False,True,False,False,True,True,False,False,False,OK
ミニ戦国BASARA弐　月夜の片倉くん,Special,Unknown,7,1-20,G - All Ages,Production I.G,2,False,False,False,False,False,False,True,False,True,False,OK
超機動街区 KASHIWA-NO-HA,ONA,Original,1,1-20,PG - Children,other,0,False,False,False,False,False,False,False,True,False,False,Bad
映画 中二病でも恋がしたい! -Take On Me-,Movie,Light novel,1,60+,PG-13 - Teens 13 or older,other,2,True,False,True,False,True,False,True,False,False,False,Really good
ヘレン・ケラー物語　愛と光の天使,Movie,Unknown,1,60+,G - All Ages,other,0,False,False,False,False,True,False,False,False,False,False,Questionable
あんぜんかくにん ケンタとニャンタのこうつうあんぜん,OVA,Original,1,1-20,G - All Ages,other,1,False,False,True,False,False,False,False,False,False,False,Bad
ワンピース エピソードオブルフィ 〜ハンドアイランドの冒険〜,Special,Manga,1,60+,PG-13 - Teens 13 or older,Toei Animation,2,False,False,True,True,False,True,True,False,False,False,Really good
戦国奇譚妖刀伝,OVA,Novel,3,31-59,R - 17+ (violence & profanity),J.C.Staff,1,False,True,True,False,False,True,False,False,False,False,Questionable
風のように,Movie,Manga,1,31-59,PG - Children,other,0,False,False,True,False,True,False,False,False,False,False,Bad
FANTASY,Movie,Original,1,1-20,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,False,False,False,False,True,Bad
シリウスの伝説,Movie,Book,1,60+,PG-13 - Teens 13 or older,other,0,True,False,False,False,True,True,False,False,False,False,OK
となりのとなり,Music,Music,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
ガンスリンガー ガール -IL TEATRINO-,TV,Manga,13,21-30,R - 17+ (violence & profanity),other,3,False,False,True,False,True,True,False,True,False,False,Really good
